date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2002-02-26,sh.000001,1529.3760,1531.7170,1507.5750,1531.4300,663469900,6361964189.0000,3,0.007892,1,0.074888,0.000000,0.000000,0.000000,0.000000,0
2002-02-27,sh.000001,1531.3170,1544.9210,1524.6850,1538.3190,711387200,6571922036.0000,3,0.008462,1,0.449835,0.000000,0.000000,0.000000,0.000000,0
2002-02-28,sh.000001,1537.9260,1544.3940,1521.0830,1524.7010,647798800,6240794990.0000,3,0.007700,1,-0.885247,0.000000,0.000000,0.000000,0.000000,0
2002-03-01,sh.000001,1521.5280,1521.5670,1501.5560,1502.5400,569348600,5351310022.0000,3,0.006761,1,-1.453466,0.000000,0.000000,0.000000,0.000000,0
2002-03-04,sh.000001,1497.8270,1527.4000,1494.8340,1526.8040,552068400,5370162205.0000,3,0.006553,1,1.614860,0.000000,0.000000,0.000000,0.000000,0
2002-03-05,sh.000001,1529.2980,1566.0660,1529.2980,1560.0790,1174763800,11735387687.0000,3,0.013920,1,2.179391,0.000000,0.000000,0.000000,0.000000,0
2002-03-06,sh.000001,1564.6940,1594.6670,1563.9230,1569.2080,1609154900,15713024217.0000,3,0.019067,1,0.585164,0.000000,0.000000,0.000000,0.000000,0
2002-03-07,sh.000001,1569.1720,1613.2560,1569.0730,1613.0010,1633819800,16103668806.0000,3,0.019359,1,2.790769,0.000000,0.000000,0.000000,0.000000,0
2002-03-08,sh.000001,1622.8690,1645.2920,1611.2280,1640.2560,2315429200,22806740264.0000,3,0.027436,1,1.689708,0.000000,0.000000,0.000000,0.000000,0
2002-03-11,sh.000001,1643.5900,1664.5190,1632.6150,1664.0940,1947651800,19530693177.0000,3,0.023077,1,1.453310,0.000000,0.000000,0.000000,0.000000,0
2002-03-12,sh.000001,1665.2370,1672.0390,1641.5830,1643.6920,2101132700,21263796100.0000,3,0.024895,1,-1.226011,0.000000,0.000000,0.000000,0.000000,0
2002-03-13,sh.000001,1636.9450,1655.6340,1621.7970,1623.4320,1500230400,15291987743.0000,3,0.017775,1,-1.232592,0.000000,0.000000,0.000000,0.000000,0
2002-03-14,sh.000001,1621.0790,1665.7850,1621.0790,1665.1510,1195076100,12391854541.0000,3,0.014160,1,2.569802,0.000000,0.000000,0.000000,0.000000,0
2002-03-15,sh.000001,1671.8250,1676.5060,1620.5620,1620.9760,1399457300,14915337520.0000,3,0.016581,1,-2.652915,0.000000,0.000000,0.000000,0.000000,0
2002-03-18,sh.000001,1641.4290,1657.6780,1610.9930,1623.8840,1288339400,11327788580.0000,3,0.015174,1,0.179403,0.000000,0.000000,0.000000,0.000000,0
2002-03-19,sh.000001,1624.3190,1665.6220,1624.2900,1665.3570,1331461500,14084853414.0000,3,0.015682,1,2.553940,0.000000,0.000000,0.000000,0.000000,0
2002-03-20,sh.000001,1673.2650,1686.1050,1664.3680,1682.5100,1801879900,19462924505.0000,3,0.021223,1,1.029987,0.000000,0.000000,0.000000,0.000000,0
2002-03-21,sh.000001,1686.9460,1693.8730,1675.2450,1685.0170,1343827900,14229515988.0000,3,0.015824,1,0.149001,0.000000,0.000000,0.000000,0.000000,0
2002-03-22,sh.000001,1684.0710,1684.4610,1659.5160,1669.6940,1023451800,10774055487.0000,3,0.012051,1,-0.909368,0.000000,0.000000,0.000000,0.000000,0
2002-03-25,sh.000001,1667.8530,1677.0450,1663.3950,1675.2890,879264000,9426936068.0000,3,0.010338,1,0.335090,0.000000,0.000000,0.000000,0.000000,0
2002-03-26,sh.000001,1674.7040,1675.2100,1641.9140,1649.4840,925375700,9815939286.0000,3,0.010880,1,-1.540327,0.000000,0.000000,0.000000,0.000000,0
2002-03-27,sh.000001,1646.6790,1655.1760,1635.8160,1654.2310,717040900,7603145878.0000,3,0.008429,1,0.287784,0.000000,0.000000,0.000000,0.000000,0
2002-03-28,sh.000001,1653.9830,1666.5150,1645.3400,1650.6730,793435300,8865473603.0000,3,0.009319,1,-0.215084,0.000000,0.000000,0.000000,0.000000,0
2002-03-29,sh.000001,1648.0870,1648.0870,1596.2540,1603.9050,1197867700,11772498074.0000,3,0.014020,1,-2.833265,0.000000,0.000000,0.000000,0.000000,0
2002-04-01,sh.000001,1598.0300,1609.9200,1589.4100,1608.5100,667969500,6838938150.0000,3,0.007818,1,0.287110,0.000000,0.000000,0.000000,0.000000,0
2002-04-02,sh.000001,1608.5190,1610.7270,1575.9720,1582.8830,771821100,7592751336.0000,3,0.009033,1,-1.593211,0.000000,0.000000,0.000000,0.000000,0
2002-04-03,sh.000001,1582.7440,1603.7980,1582.6720,1594.5080,639965000,6421700262.0000,3,0.007490,1,0.734419,0.000000,0.000000,0.000000,0.000000,0
2002-04-04,sh.000001,1595.0180,1643.5400,1583.6340,1641.6990,910306500,9108101678.0000,3,0.010654,1,2.959591,0.000000,0.000000,0.000000,0.000000,0
2002-04-05,sh.000001,1650.5040,1657.0940,1628.5460,1634.6430,1013510200,9848770314.0000,3,0.011862,1,-0.429800,0.000000,0.000000,0.000000,0.000000,0
2002-04-08,sh.000001,1633.8310,1643.6760,1631.0670,1640.6500,667485300,6581735000.0000,3,0.007760,1,0.367486,0.000000,0.000000,0.000000,0.000000,0
2002-04-09,sh.000001,1641.8470,1671.8630,1640.6920,1667.5220,1601633900,16660422233.0000,3,0.018492,1,1.637884,0.000000,0.000000,0.000000,0.000000,0
2002-04-10,sh.000001,1670.8020,1677.9380,1663.4730,1677.6580,1202041800,12565168300.0000,3,0.013879,1,0.607847,0.000000,0.000000,0.000000,0.000000,0
2002-04-11,sh.000001,1679.3410,1680.2980,1649.2690,1649.5300,944877700,9759858993.0000,3,0.010903,1,-1.676619,0.000000,0.000000,0.000000,0.000000,0
2002-04-12,sh.000001,1648.4540,1664.4150,1648.4540,1658.9790,813352400,8563896043.0000,3,0.009374,1,0.572828,0.000000,0.000000,0.000000,0.000000,0
2002-04-15,sh.000001,1660.5720,1664.5240,1638.6380,1649.5000,726755500,7205438537.0000,3,0.008368,1,-0.571376,0.000000,0.000000,0.000000,0.000000,0
2002-04-16,sh.000001,1647.5080,1654.7440,1635.7510,1640.2850,617537400,6371564651.0000,3,0.007107,1,-0.558652,0.000000,0.000000,0.000000,0.000000,0
2002-04-17,sh.000001,1641.7240,1649.4330,1630.2280,1644.3950,584095300,5979326993.0000,3,0.006723,1,0.250565,0.000000,0.000000,0.000000,0.000000,0
2002-04-18,sh.000001,1644.1470,1646.2520,1626.0340,1628.1370,730470400,7467267240.0000,3,0.008395,1,-0.988695,0.000000,0.000000,0.000000,0.000000,0
2002-04-19,sh.000001,1625.2490,1635.5290,1603.9560,1635.1720,862769800,8358400636.0000,3,0.009915,1,0.432091,0.000000,0.000000,0.000000,0.000000,0
2002-04-22,sh.000001,1633.6420,1637.1850,1619.1580,1627.4800,550123100,5534005670.0000,3,0.006322,1,-0.470410,0.000000,0.000000,0.000000,0.000000,0
2002-04-23,sh.000001,1626.6300,1634.8630,1621.8660,1624.5460,499909700,5134076107.0000,3,0.005737,1,-0.180276,0.000000,0.000000,0.000000,0.000000,0
2002-04-24,sh.000001,1623.4680,1626.3850,1609.2050,1611.0510,503065200,5084855185.0000,3,0.005773,1,-0.830693,0.000000,0.000000,0.000000,0.000000,0
2002-04-25,sh.000001,1609.9360,1616.7630,1603.6370,1615.9190,468889600,4951057353.0000,3,0.005379,1,0.302158,0.000000,0.000000,0.000000,0.000000,0
2002-04-26,sh.000001,1615.5190,1643.1530,1615.5190,1640.5890,703904100,7282960059.0000,3,0.008067,1,1.526688,0.000000,0.000000,0.000000,0.000000,0
2002-04-29,sh.000001,1643.5490,1667.1590,1640.5590,1665.8120,1046037800,10874351531.0000,3,0.011988,1,1.537437,0.000000,0.000000,0.000000,0.000000,0
2002-04-30,sh.000001,1668.3130,1673.7500,1657.8170,1667.7490,970235100,10682627577.0000,3,0.011110,1,0.116280,0.000000,0.000000,0.000000,0.000000,0
2002-05-08,sh.000001,1669.8710,1670.9170,1651.6910,1652.3680,475011500,5179315429.0000,3,0.005439,1,-0.922260,0.000000,0.000000,0.000000,0.000000,0
2002-05-09,sh.000001,1648.4600,1659.2520,1646.8160,1650.5780,557309600,5959699783.0000,3,0.006364,1,-0.108332,0.000000,0.000000,0.000000,0.000000,0
2002-05-10,sh.000001,1650.9130,1652.2880,1636.8600,1638.1980,601488200,6406784976.0000,3,0.006860,1,-0.750041,0.000000,0.000000,0.000000,0.000000,0
2002-05-13,sh.000001,1634.9010,1634.9160,1618.4640,1623.9400,567219500,6156730033.0000,3,0.006466,1,-0.870350,0.000000,0.000000,0.000000,0.000000,0
2002-05-14,sh.000001,1622.3310,1629.8810,1613.5540,1616.2310,533427700,6108710641.0000,3,0.006078,1,-0.474709,0.000000,0.000000,0.000000,0.000000,0
2002-05-15,sh.000001,1614.9000,1618.1400,1597.9160,1598.3540,603463400,6680824951.0000,3,0.006874,1,-1.106089,0.000000,0.000000,0.000000,0.000000,0
2002-05-16,sh.000001,1592.2360,1592.2370,1546.9410,1549.5010,807654700,8213587303.0000,3,0.009195,1,-3.056458,0.000000,0.000000,0.000000,0.000000,0
2002-05-17,sh.000001,1549.0830,1570.1490,1540.5760,1567.4970,716278300,7754365902.0000,3,0.008134,1,1.161404,0.000000,0.000000,0.000000,0.000000,0
2002-05-20,sh.000001,1564.9680,1564.9820,1529.3480,1541.5300,478270100,4957018595.0000,3,0.005421,1,-1.656585,0.000000,0.000000,0.000000,0.000000,0
2002-05-21,sh.000001,1575.0220,1599.1130,1564.5460,1588.1080,971071000,10168233638.0000,3,0.010989,1,3.021544,0.000000,0.000000,0.000000,0.000000,0
2002-05-22,sh.000001,1590.7940,1591.0340,1563.1640,1564.4890,572943000,5936598836.0000,3,0.006480,1,-1.487243,0.000000,0.000000,0.000000,0.000000,0
2002-05-23,sh.000001,1571.0750,1585.7420,1568.1040,1571.6110,819136100,6843172752.0000,3,0.009223,1,0.455225,0.000000,0.000000,0.000000,0.000000,0
2002-05-24,sh.000001,1572.9380,1574.1340,1544.4230,1549.4660,564800000,5157363733.0000,3,0.006356,1,-1.409065,0.000000,0.000000,0.000000,0.000000,0
2002-05-27,sh.000001,1555.0420,1562.6330,1545.6220,1555.0480,382215500,3708574843.0000,3,0.004297,1,0.360255,0.000000,0.000000,0.000000,0.000000,0
2002-05-28,sh.000001,1557.6240,1569.4110,1557.2320,1558.5240,378071800,4005084974.0000,3,0.004250,1,0.223535,0.000000,0.000000,0.000000,0.000000,0
2002-05-29,sh.000001,1558.1310,1558.1450,1520.1250,1524.8060,516997300,4943648861.0000,3,0.005812,1,-2.163458,0.000000,0.000000,0.000000,0.000000,0
2002-05-30,sh.000001,1524.2180,1530.7730,1506.5420,1523.5220,552689800,5289912716.0000,3,0.006210,1,-0.084211,0.000000,0.000000,0.000000,0.000000,0
2002-05-31,sh.000001,1523.0140,1532.0340,1513.2570,1515.7330,421432000,4065236808.0000,3,0.004735,1,-0.511246,0.000000,0.000000,0.000000,0.000000,0
2002-06-03,sh.000001,1510.2470,1510.2590,1480.0850,1483.3480,517919600,5062896260.0000,3,0.005814,1,-2.136591,0.000000,0.000000,0.000000,0.000000,0
2002-06-04,sh.000001,1484.0080,1498.0510,1474.3630,1490.5140,457839500,4302623782.0000,3,0.005137,1,0.483097,0.000000,0.000000,0.000000,0.000000,0
2002-06-05,sh.000001,1491.0740,1491.0740,1460.4810,1462.0000,440838800,4114143563.0000,3,0.004943,1,-1.913034,0.000000,0.000000,0.000000,0.000000,0
2002-06-06,sh.000001,1458.6110,1532.7350,1455.3050,1521.2630,877563500,8454171955.0000,3,0.009825,1,4.053553,0.000000,0.000000,0.000000,0.000000,0
2002-06-07,sh.000001,1522.8790,1540.8250,1508.4300,1529.5070,985853300,9191488779.0000,3,0.011037,1,0.541919,0.000000,0.000000,0.000000,0.000000,0
2002-06-10,sh.000001,1529.3360,1529.3780,1511.2570,1517.2300,448487000,4269575560.0000,3,0.005019,1,-0.802675,0.000000,0.000000,0.000000,0.000000,0
2002-06-11,sh.000001,1515.9930,1534.3770,1515.7460,1530.9630,500336300,4708529328.0000,3,0.005599,1,0.905138,0.000000,0.000000,0.000000,0.000000,0
2002-06-12,sh.000001,1531.7500,1531.7500,1513.9190,1524.8420,381856500,3736411111.0000,3,0.004273,1,-0.399812,0.000000,0.000000,0.000000,0.000000,0
2002-06-13,sh.000001,1524.7720,1529.4360,1511.2190,1511.7110,356452100,3701850442.0000,3,0.003987,1,-0.861137,0.000000,0.000000,0.000000,0.000000,0
2002-06-14,sh.000001,1508.6420,1508.6470,1493.2440,1494.2460,391995000,3628483512.0000,3,0.004385,1,-1.155319,0.000000,0.000000,0.000000,0.000000,0
2002-06-17,sh.000001,1489.1350,1496.8390,1481.2460,1496.2420,293316100,2774209819.0000,3,0.003274,1,0.133577,0.000000,0.000000,0.000000,0.000000,0
2002-06-18,sh.000001,1496.8300,1527.7700,1496.8100,1524.0700,536516100,5209067897.0000,3,0.005983,1,1.859860,0.000000,0.000000,0.000000,0.000000,0
2002-06-19,sh.000001,1523.9530,1524.0110,1506.4320,1507.6680,305287700,2903867130.0000,3,0.003400,1,-1.076196,0.000000,0.000000,0.000000,0.000000,0
2002-06-20,sh.000001,1511.1150,1528.3580,1510.5280,1516.1510,397506100,3720233419.0000,3,0.004423,1,0.562659,0.000000,0.000000,0.000000,0.000000,0
2002-06-21,sh.000001,1517.2750,1564.9220,1517.2550,1562.7220,1254214400,11847838619.0000,3,0.013953,1,3.071663,0.000000,0.000000,0.000000,0.000000,0
2002-06-24,sh.000001,1704.6980,1709.0660,1647.4980,1707.3130,4851806100,49479880707.0000,3,0.053966,1,9.252505,0.000000,0.000000,0.000000,0.000000,0
2002-06-25,sh.000001,1718.2340,1748.8900,1690.6130,1706.5910,4223811700,39276720823.0000,3,0.046960,1,-0.042291,0.000000,0.000000,0.000000,0.000000,0
2002-06-26,sh.000001,1698.1100,1719.0840,1684.9130,1712.9100,2430587100,22850335907.0000,3,0.027008,1,0.370276,0.000000,0.000000,0.000000,0.000000,0
2002-06-27,sh.000001,1714.7440,1730.6730,1706.1400,1723.5450,2199694900,19527987712.0000,3,0.024442,1,0.620874,0.000000,0.000000,0.000000,0.000000,0
2002-06-28,sh.000001,1724.7270,1747.2330,1710.9990,1732.7550,2973538200,27319475280.0000,3,0.033040,1,0.534362,0.000000,0.000000,0.000000,0.000000,0
2002-07-01,sh.000001,1736.2930,1740.3810,1712.7720,1713.7050,1551928200,14410127985.0000,3,0.017121,1,-1.099408,0.000000,0.000000,0.000000,0.000000,0
2002-07-02,sh.000001,1707.4470,1725.8940,1698.8320,1724.9490,1337813300,12692810736.0000,3,0.014741,1,0.656123,0.000000,0.000000,0.000000,0.000000,0
2002-07-03,sh.000001,1727.0900,1736.0780,1719.6220,1730.9190,1394988300,13262936584.0000,3,0.015356,1,0.346096,0.000000,0.000000,0.000000,0.000000,0
2002-07-04,sh.000001,1731.8990,1735.8290,1710.2880,1713.1350,1389830900,12856610506.0000,3,0.015296,1,-1.027427,0.000000,0.000000,0.000000,0.000000,0
2002-07-05,sh.000001,1709.8420,1722.4800,1704.1870,1722.1880,1140135500,10822714520.0000,3,0.012548,1,0.528445,0.000000,0.000000,0.000000,0.000000,0
2002-07-08,sh.000001,1723.5790,1737.8590,1721.1240,1732.9340,1085101500,11098899355.0000,3,0.011923,1,0.623972,0.000000,0.000000,0.000000,0.000000,0
2002-07-09,sh.000001,1733.8340,1741.9180,1724.3910,1729.9860,1053601600,10444746284.0000,3,0.011571,1,-0.170116,0.000000,0.000000,0.000000,0.000000,0
2002-07-10,sh.000001,1728.5170,1729.7340,1698.8290,1701.8240,1223320300,11949595803.0000,3,0.013424,1,-1.627874,0.000000,0.000000,0.000000,0.000000,0
2002-07-11,sh.000001,1698.2130,1712.1990,1689.2230,1696.9400,918741100,9282337045.0000,3,0.010067,1,-0.286988,0.000000,0.000000,0.000000,0.000000,0
2002-07-12,sh.000001,1696.6440,1706.4370,1693.2110,1698.2980,808398700,8390500372.0000,3,0.008845,1,0.080028,0.000000,0.000000,0.000000,0.000000,0
2002-07-15,sh.000001,1696.8080,1697.3790,1685.5380,1687.9450,799983900,8025674109.0000,3,0.008753,1,-0.609612,0.000000,0.000000,0.000000,0.000000,0
2002-07-16,sh.000001,1687.6660,1704.7690,1686.8100,1691.6230,705637700,6945805680.0000,3,0.007715,1,0.217904,0.000000,0.000000,0.000000,0.000000,0
2002-07-17,sh.000001,1692.4470,1702.2360,1680.1990,1701.7180,630034400,6253292763.0000,3,0.006881,1,0.596762,0.000000,0.000000,0.000000,0.000000,0
2002-07-18,sh.000001,1703.8080,1711.6860,1695.3960,1704.9120,816779400,8109548621.0000,3,0.008904,1,0.187691,0.000000,0.000000,0.000000,0.000000,0
2002-07-19,sh.000001,1706.3590,1714.0900,1703.3810,1713.8610,718322900,7453637036.0000,3,0.007828,1,0.524894,0.000000,0.000000,0.000000,0.000000,0
2002-07-22,sh.000001,1712.0200,1712.3300,1678.5000,1681.0100,833387100,8274087668.0000,3,0.009073,1,-1.916780,0.000000,0.000000,0.000000,0.000000,0
2002-07-23,sh.000001,1676.9040,1684.6550,1670.3790,1673.8610,654092600,6693794115.0000,3,0.007119,1,-0.425283,0.000000,0.000000,0.000000,0.000000,0
2002-07-24,sh.000001,1673.6820,1679.6630,1667.4400,1672.4000,524849200,5297384221.0000,3,0.005710,1,-0.087279,0.000000,0.000000,0.000000,0.000000,0
2002-07-25,sh.000001,1675.4730,1682.8860,1662.3800,1665.1090,526820700,5182105083.0000,3,0.005729,1,-0.435961,0.000000,0.000000,0.000000,0.000000,0
2002-07-26,sh.000001,1665.0890,1670.2300,1656.8200,1665.0890,507634400,4861312682.0000,3,0.005519,1,-0.001202,0.000000,0.000000,0.000000,0.000000,0
2002-07-29,sh.000001,1654.9250,1665.9550,1647.2650,1665.6740,483198300,4824133780.0000,3,0.005247,1,0.035131,0.000000,0.000000,0.000000,0.000000,0
2002-07-30,sh.000001,1666.5790,1672.1200,1656.8520,1669.0020,588782900,6117257337.0000,3,0.006390,1,0.199799,0.000000,0.000000,0.000000,0.000000,0
2002-07-31,sh.000001,1667.6230,1671.4800,1649.0070,1651.5940,510307400,5325009268.0000,3,0.005536,1,-1.043016,0.000000,0.000000,0.000000,0.000000,0
2002-08-01,sh.000001,1650.0500,1659.9700,1639.2300,1653.0100,482500800,4698493544.0000,3,0.005235,1,0.085736,0.000000,0.000000,0.000000,0.000000,0
2002-08-02,sh.000001,1653.6400,1662.7200,1653.1700,1661.8700,403184300,4067444460.0000,3,0.004374,1,0.535991,0.000000,0.000000,0.000000,0.000000,0
2002-08-05,sh.000001,1661.4000,1661.5800,1652.4000,1653.9600,380347300,4085991622.0000,3,0.004121,1,-0.475972,0.000000,0.000000,0.000000,0.000000,0
2002-08-06,sh.000001,1652.9420,1679.8110,1649.8930,1670.6190,678117200,6427125047.0000,3,0.007343,1,1.007223,0.000000,0.000000,0.000000,0.000000,0
2002-08-07,sh.000001,1670.1730,1670.8080,1663.9270,1668.0650,349656100,3610395781.0000,3,0.003786,1,-0.152882,0.000000,0.000000,0.000000,0.000000,0
2002-08-08,sh.000001,1668.5130,1675.3020,1657.4680,1659.8020,401309400,4062433494.0000,3,0.004344,1,-0.495361,0.000000,0.000000,0.000000,0.000000,0
2002-08-09,sh.000001,1658.4430,1658.7720,1642.7710,1647.0460,463683800,4856738027.0000,3,0.005014,1,-0.768524,0.000000,0.000000,0.000000,0.000000,0
2002-08-12,sh.000001,1642.4770,1642.5930,1633.0940,1634.5660,419616300,4343152704.0000,3,0.004531,1,-0.757719,0.000000,0.000000,0.000000,0.000000,0
2002-08-13,sh.000001,1633.6770,1642.4110,1633.5470,1636.6320,292338700,3157477263.0000,3,0.003155,1,0.126389,0.000000,0.000000,0.000000,0.000000,0
2002-08-14,sh.000001,1636.8890,1647.0860,1635.2870,1646.7220,296337300,3082671691.0000,3,0.003198,1,0.616515,0.000000,0.000000,0.000000,0.000000,0
2002-08-15,sh.000001,1646.6160,1647.0700,1632.1330,1634.3660,320742300,3271647982.0000,3,0.003460,1,-0.750344,0.000000,0.000000,0.000000,0.000000,0
2002-08-16,sh.000001,1632.9610,1652.9800,1624.0490,1646.7920,571630300,5366894600.0000,3,0.006158,1,0.760296,0.000000,0.000000,0.000000,0.000000,0
2002-08-19,sh.000001,1645.9310,1650.0860,1641.4030,1644.3010,354075000,3515355061.0000,3,0.003813,1,-0.151262,0.000000,0.000000,0.000000,0.000000,0
2002-08-20,sh.000001,1644.6160,1673.9150,1644.2480,1671.3510,806275700,7429759687.0000,3,0.008684,1,1.645071,0.000000,0.000000,0.000000,0.000000,0
2002-08-21,sh.000001,1671.9910,1677.9540,1668.3640,1673.5490,624342700,6019225511.0000,3,0.006719,1,0.131510,0.000000,0.000000,0.000000,0.000000,0
2002-08-22,sh.000001,1672.6960,1696.2770,1672.4270,1686.1110,888265700,9449429128.0000,3,0.009534,1,0.750621,0.000000,0.000000,0.000000,0.000000,0
2002-08-23,sh.000001,1686.2960,1688.1240,1679.1150,1683.2070,549982200,6200475381.0000,3,0.005900,1,-0.172227,0.000000,0.000000,0.000000,0.000000,0
2002-08-26,sh.000001,1682.1360,1682.3160,1668.8230,1670.6850,495181600,5366809560.0000,3,0.005312,1,-0.743935,0.000000,0.000000,0.000000,0.000000,0
2002-08-27,sh.000001,1670.6270,1680.0630,1670.1120,1679.6910,613373000,7074299613.0000,3,0.006580,1,0.539059,0.000000,0.000000,0.000000,0.000000,0
2002-08-28,sh.000001,1680.7540,1683.5050,1675.5250,1676.7700,559888000,6440210734.0000,3,0.005997,1,-0.173902,0.000000,0.000000,0.000000,0.000000,0
2002-08-29,sh.000001,1676.8580,1680.1730,1665.7240,1667.3180,435036400,4472174793.0000,3,0.004659,1,-0.563704,0.000000,0.000000,0.000000,0.000000,0
2002-08-30,sh.000001,1666.9790,1669.1400,1664.8220,1666.6180,395075400,4261461796.0000,3,0.004228,1,-0.041981,0.000000,0.000000,0.000000,0.000000,0
2002-09-02,sh.000001,1666.3410,1669.9050,1663.1720,1668.7740,344460700,3720359891.0000,3,0.003685,1,0.129364,0.000000,0.000000,0.000000,0.000000,0
2002-09-03,sh.000001,1669.5850,1680.2790,1669.5770,1674.0700,386772100,4261109004.0000,3,0.004138,1,0.317353,0.000000,0.000000,0.000000,0.000000,0
2002-09-04,sh.000001,1674.4530,1675.9650,1662.4890,1663.9720,395059700,4101158749.0000,3,0.004227,1,-0.603195,0.000000,0.000000,0.000000,0.000000,0
2002-09-05,sh.000001,1662.8920,1662.8990,1639.8210,1641.8070,601619400,6143667034.0000,3,0.006435,1,-1.332056,0.000000,0.000000,0.000000,0.000000,0
2002-09-06,sh.000001,1639.8880,1644.7950,1629.9280,1631.3840,539432300,5270246945.0000,3,0.005764,1,-0.634848,0.000000,0.000000,0.000000,0.000000,0
2002-09-09,sh.000001,1628.4520,1628.4520,1617.0090,1621.5820,418260100,4152661736.0000,3,0.004469,1,-0.600840,0.000000,0.000000,0.000000,0.000000,0
2002-09-10,sh.000001,1620.2820,1627.3500,1619.3300,1625.1110,351201600,3755117416.0000,3,0.003742,1,0.217623,0.000000,0.000000,0.000000,0.000000,0
2002-09-11,sh.000001,1645.9310,1650.0860,1641.4030,1647.7410,435277600,4428352865.0000,3,0.004637,1,1.392521,0.000000,0.000000,0.000000,0.000000,0
2002-09-12,sh.000001,1619.9400,1631.6650,1614.5990,1624.5580,342851800,3722187293.0000,3,0.003651,1,-1.406955,0.000000,0.000000,0.000000,0.000000,0
2002-09-13,sh.000001,1624.5020,1626.0690,1621.4240,1625.7590,306182400,3362246194.0000,3,0.003258,1,0.073931,0.000000,0.000000,0.000000,0.000000,0
2002-09-16,sh.000001,1624.1330,1624.1370,1598.7400,1604.0830,443823100,4617856295.0000,3,0.004715,1,-1.333287,0.000000,0.000000,0.000000,0.000000,0
2002-09-17,sh.000001,1603.4570,1612.0150,1593.9810,1604.8810,428532900,4213629446.0000,3,0.004557,1,0.049746,0.000000,0.000000,0.000000,0.000000,0
2002-09-18,sh.000001,1603.6130,1605.2160,1593.5260,1594.5840,342691600,3683156238.0000,3,0.003643,1,-0.641605,0.000000,0.000000,0.000000,0.000000,0
2002-09-19,sh.000001,1593.5730,1623.6530,1585.0680,1619.3540,550508400,5682547733.0000,3,0.005848,1,1.553384,0.000000,0.000000,0.000000,0.000000,0
